item_cd,item_name,itemnm,count,amount,quantity
4973480334018,ワールドセレクションシャルドネ　白　　　７２０ＭＬ,メルシャン　ワールドセレクションシャルドネ　７２０,2,1589,4
4973480335831,ビストロ　濃い赤　　ペット　７２０ＭＬ,メルシャン　ビストロ　濃い赤　７２０ｍｌ,59,19573,67
4973480335848,ビストロ　濃い赤　　ペット　１５００ＭＬ,メルシャン　ビストロ　濃い赤　１．５Ｌ,4,2546,4
4973480336043,おいしい無添加　赤　オフ日和　５００ＭＬ,メルシャン　おいしい無添加　Ｒ　オフ　５００ｍｌ,1,347,1
4973480337316,フロンテラ　　　　　カベルネＳペット　　１５００ｍｌ,フロンテラペット　カベルネソーヴィニヨン１５００ｍｌ,1,1776,2
4973480337330,ボン　ルージュ　　　プレミアム　赤　　　７２０ｍｌ,ボン・ルージュプレミアム　赤　ペット　７２０ｍｌ,19,10689,20
4973480338689,おいしい酸化防止剤　無添加ワイン　　　　シードル５００ｍｌ,メルシャン おいしい酸化防止剤無添加ワイン・シードル_５００ｍｌ,3,1373,3
4973480659364,カッシェロディアブロカベルネ　７５０ｍｌ＜メルシャン＞,ＣＹＴカッシェロ・カベルネＳＣ１４Ｓ赤　７５０ｍｌ,2,2560,2
4973480666188,サンライズ　　　　　カベルネＳ　　　　　赤　７５０ｍｌ,ＣＹＴサンライズ　カベルネ　ＳＣ１５Ｃ　７５０ｍｌ,7,5523,7
4973480666201,サンライズ　　　　　シャルドネ　　　　　７５０ｍｌ,ＣＹＴサンライズシャルドネＳＣ１５ＣＷ　７５０ｍｌ,2,1594,2
4973480672875,コンチャイトロ　　　フロンテラ　カベルネ　７５０ｍｌ,ＣＹＴ　フロンテラ　カベルネＳ　ＣＢ　７５０ｍｌ,22,13277,27
4973480672882,コンチャ・イ・トロ　フロンテラシャルドネ　７５０ｍｌ,ＣＹＴ　フロンテラ・シャルドネＳＣ　ＢＷ７５０ｍｌ,13,6607,14
4973480836987,ゴーティエ　　　　　ピノ・ノワール　　　７５０ｍｌ,Ｐ＆Ｒ　ピノ・ノワールＳＣ１５　Ｒ　７５０ｍｌ,1,783,1
4973480850785,プードゥ　カベルネ　＆シラーズ　　　　　７５０ｍｌ,ＣＹＴプードゥ　カベルネ＆シラーズＳＣ　７５０ｍｌ,15,9099,21
